Name,CMP,PE,Market Cap,Dividend Yield,Net Profit Last Quarter,Quaterly Profit Growth,Sales Latest Quarter,Quaterly Sales Growth,Return on Campital Employment
Aryaman Capital,204.75,25.39,245.23,0.0,5.94,88.78577903682718,24.31,25.96,14.32
Maha Rashtra Apx,144.68,0.59,204.72,0.0,-7.97,-667.76,0.48,-34.25,119.79
Guj. State Fin.,22.97,67.2921923474664,204.69,0.0,-31.45,3.58,0.34,-64.95,14.042809917355372
Capital Trust,115.37,93.0,196.24,0.0,0.23,-54.9,24.9,30.98,8.16
Purple Finance,43.75,67.2921923474664,196.09,0.0,-5.57,-121.91,2.7,37.06,-26.52
Smartlink Hold.,196.43,25.45,195.94,0.0,0.67,-19.28,58.57,13.03,5.04
Std. Capital Mkt,1.11,17.93,192.03,0.0,1.75,88.78577903682718,8.04,54.603034351145034,14.042809917355372
Ganges Securitie,191.05,33.59,191.12,0.0,7.22,8.25,15.16,13.73,1.18
Beacon,105.15,36.81,189.95,0.0,424.41,88.78577903682718,1325.6,11152.97,42.62
Regency Fincorp,39.27,71.87,188.3,0.0,0.8,90.48,4.01,1.26,9.69
Haryana Capfin,340.35,35.11,177.32,0.0,4.51,93.56,6.16,90.12,1.3
Coral India Fin.,51.57,9.11,207.84,0.78,5.66,24.4,6.52,-20.97,14.16
Baid Finserv,14.73,18.1,176.86,0.68,1.96,-23.44,19.65,30.91,11.21
KIFS Financial,161.3,24.04,174.53,0.87,1.51,10.22,8.39,5.93,14.86
Keynote Finan.,246.3,5.62,172.9,0.41,8.71,58.65,11.28,32.39,31.71
Indian Infotech,1.34,83.23,169.78,0.0,4.63,19.64,11.65,92.56,0.92
NCC,280.0,20.61,17579.7,0.79,174.79,110.71,5195.98,10.09,22.1
National Standar,4291.05,517.62,8582.1,0.0,4.8,71.43,3.8,630.77,7.92
Mahindra Life.,472.6,60.98,7328.45,0.56,-14.01,25.99,7.61,-57.18,2.01
Man Infra,172.53,23.81,6421.36,0.94,47.25,-31.6,230.32,6.98,29.39
Arkade,132.63,20.05,2462.46,0.0,43.36,-9.38,201.65,-4.41,45.21
PSP Projects,617.75,26.28,2448.87,0.0,11.15,-71.71,578.09,-4.79,19.08
Elpro Internatio,107.85,14.33,1827.83,0.65,32.22,76.74,207.42,488.09,7.85
B.L.Kashyap,72.4,29.24,1632.19,0.0,9.38,-21.77,267.28,-18.17,14.29
JP Associates,6.6,67.2921923474664,1620.03,0.0,-297.83,2.67,1373.67,-27.53,3.15
Vascon Engineers,52.65,22.53,1178.5,0.47,10.31,-59.85,199.8,25.49,8.27
NIIT,182.9,53.19,2477.41,0.68,12.14,21.63,90.71,11.42,4.64
BEML Land Assets,224.71,67.2921923474664,935.79,0.0,-0.77,-37.5,0.0,54.603034351145034,-47.06
RDB Realty,468.65,41.17,809.83,0.0,12.0,49.29,60.86,-9.52,5.29
Parsvnath Devl.,17.88,67.2921923474664,778.1,0.0,-128.03,-70.31,47.05,-58.53,-5.25
Garuda Cons,82.94,21.18,771.69,0.0,10.25,99.42,46.75,121.98,49.19
RBM Infracon,737.3,39.52,744.89,0.0,6.61,389.63,64.52,220.04,28.66
Dixon Technolog.,14776.1,157.7,88415.15,0.03,411.7,119.3,11534.08,133.33,29.16
Voltas,1708.6,102.77,56534.97,0.32,132.83,272.59,2619.11,14.23,8.51
Blue Star,1808.45,70.84,37184.41,0.39,96.06,35.93,2275.96,20.4,25.51
Kaynes Tech,5538.15,190.01,35450.12,0.0,62.57,146.24,432.84,48.46,11.22
Crompton Gr. Con,371.05,48.2,23882.63,0.81,128.07,28.47,1896.01,6.38,15.82
Whirlpool India,1802.95,72.79,22874.03,0.28,53.53,42.21,1712.99,12.58,9.07
Amber Enterp.,6119.55,111.24,20669.58,0.0,20.96,440.71,1684.7,81.73,10.18
PG Electroplast,628.75,85.79,16450.27,0.03,19.33,56.27,671.3,45.8,18.72
Genus Power,405.6,84.51,12324.41,0.15,83.08,68.9,486.88,88.01,11.34
TTK Prestige,854.95,55.89,11850.81,0.7,52.25,-11.5,750.06,2.82,14.55
Havells India,1618.85,71.99,101492.46,0.56,267.77,7.5,4539.31,16.38,24.4
Eureka Forbes,594.8,88.25,11502.9,0.0,46.67,74.72,672.87,13.6,3.46
Symphony,1440.95,42.65,9936.36,0.9,56.0,60.0,315.0,14.55,18.84
Bajaj Electrical,782.3,83.75,9018.15,0.38,12.9,-59.28,1118.33,0.5,12.73
Sheela Foam,802.15,89.6,8719.16,0.0,9.32,-78.8,812.72,32.54,7.97
Titan Company,3183.7,87.16,282644.48,0.35,704.0,-23.06,14534.0,16.0,22.7
Kalyan Jewellers,653.9,107.76,67432.28,0.18,130.33,-3.37,6065.48,37.4,14.04
P N Gadgil Jewe.,688.55,60.6,9344.2,0.0,32.39,50.44,2001.53,47.32,30.82
Senco Gold,1078.3,38.37,8380.81,0.19,16.83,40.02,1458.68,27.46,13.82
Rajesh Exports,235.5,182.84,6953.37,0.0,11.86,-96.17,60355.5,-29.56,3.23
PC Jeweller,144.59,439.25,6729.27,0.0,178.88,229.5,504.97,12.42,-1.74
Thangamayil Jew.,1883.55,54.2,5168.3,0.53,-17.44,-307.87,1181.05,18.88,20.29
Sky Gold,3257.1,59.31,4772.96,0.0,36.71,404.95,768.85,94.17,18.7
Vaibhav Global,269.55,34.76,4477.61,2.23,27.77,-4.34,796.43,12.97,14.05
Goldiam Intl.,312.5,35.38,3337.35,0.38,22.13,-5.35,136.98,2.67,19.79
CRISIL,5190.6,56.7,37958.68,1.04,171.55,12.87,811.84,10.32,41.36
Motisons Jewel,26.85,69.74,2643.28,0.0,10.4,78.39,109.34,21.3,16.65
Renaiss. Global,176.77,11.02,1699.8,0.0,11.24,771.05,411.6,-6.87,8.25
T B Z,228.4,24.17,1524.13,0.77,11.97,32.85,567.05,17.99,10.88
Asian Star Co.,784.15,17.16,1255.42,0.19,18.99,10.75,654.0,-29.03,6.17
Radhika Jeweltec,102.22,23.74,1206.2,0.2,10.58,23.45,131.48,23.35,24.58
DCM Shriram,1302.25,38.94,20307.59,0.51,62.92,95.16,2957.33,9.21,8.99
Swan Energy,510.95,48.25,16016.08,0.02,67.13,-39.37,1032.19,-15.62,8.25
Nava,897.3,12.21,13019.88,0.45,331.97,68.7,900.48,-2.33,16.27
Quess Corp,637.15,26.04,9469.69,1.57,93.63,28.04,5179.36,9.08,11.74
Balmer Lawrie,215.82,14.03,3690.61,3.94,61.1,-2.3,638.91,9.1,15.62
TTK Healthcare,1419.6,31.0,2005.94,0.7,17.2,7.43,198.49,6.85,8.67
Andrew Yule & Co,38.03,67.2921923474664,1859.48,0.0,14.83,384.25,89.42,1.63,-12.3
BCL Industries,52.78,14.98,1557.87,0.47,29.86,53.95,721.28,50.04,16.26
Empire Inds.,1003.2,14.22,601.92,2.49,9.81,21.71,163.41,6.44,15.42
Marico,592.25,48.29,76683.81,1.6,433.0,19.83,2664.0,7.59,43.08
3M India,32466.1,64.64,36589.29,0.49,133.78,-8.44,1110.8,6.86,33.04
Patanjali Foods,1843.8,67.1,66744.61,0.43,308.97,21.38,8154.19,4.25,11.14
Adani Wilmar,331.05,40.86,43025.86,0.0,325.73,954.26,13994.39,19.41,10.41
Gokul Agro,318.4,23.23,4697.78,0.0,71.48,111.54,4812.49,16.84,23.37
CIAN Agro,311.0,207.72,870.36,0.0,-0.03,-105.88,125.01,452.41,11.0
Kriti Nutrients,117.1,12.54,586.71,0.26,9.56,-1.95,173.55,30.04,34.28
Gokul Refoils,57.86,49.55,572.79,0.0,5.14,-60.43,855.97,-7.71,7.42
Modi Naturals,423.0,33.96,553.91,0.0,7.58,897.37,146.56,59.55,2.56
Shri Venkatesh,160.0,23.33,353.91,0.62,3.6,4.35,165.27,8.13,16.62
Ajanta Soya,39.95,18.84,321.53,0.0,7.92,571.19,303.89,11.84,5.68
KN Agri Resource,266.0,19.95,664.97,0.0,14.35,88.78577903682718,754.06,18.39,14.09
M K Proteins,8.17,24.48,306.68,0.0,1.74,324.39,33.69,146.99,18.73
Vijay Solvex,937.7,38.35,300.3,0.0,6.13,3305.56,431.82,-9.24,1.42
Ramdevbaba Sol.,120.9,17.18,267.5,0.0,8.06,88.78577903682718,401.72,36.3,16.59
Raj Oil Mills,48.61,99.81,145.72,0.0,1.08,285.71,30.49,-3.02,10.43
PVR Inox,1461.55,67.2921923474664,14352.42,0.0,-12.1,-107.1,1622.1,-18.89,4.69
Tips Music,924.5,77.68,11818.03,0.65,48.16,21.46,80.61,32.43,103.8
Zee Entertainmen,115.54,25.94,11097.84,0.87,209.4,13.77,2000.7,-17.93,6.26
Saregama India,488.4,50.18,9426.58,0.82,44.95,-6.44,241.83,40.31,19.6
TV18 Broadcast,45.27,67.2921923474664,7760.91,0.0,-120.03,-212.99,3069.32,-3.36,0.12
Wonderla Holiday,829.95,34.04,4695.3,0.3,14.72,8.88,67.38,-10.35,19.76
Sri Adhik. Bros.,1617.45,67.2921923474664,4103.96,0.0,-0.09,98.34,1.27,54.603034351145034,14.042809917355372
Prime Focus,130.5,67.2921923474664,3913.79,0.0,50.41,115.13,897.04,-12.59,-0.72
Imagica. Enter.,70.61,48.26,3829.32,0.0,-6.59,46.78,39.97,11.52,3.04
Media Matrix,19.0,362.94,2152.21,0.0,2.05,28.45,1125.6,76.89,5.57
Sun TV Network,730.75,15.67,28797.73,2.29,409.32,-11.93,934.54,-10.86,26.2
Dish TV India,11.29,67.2921923474664,2078.81,0.0,-37.38,-790.94,395.62,-17.43,14.042809917355372
Den Networks,43.5,9.47,2075.92,0.0,51.65,13.27,249.08,-9.95,7.3
Panorama Studios,238.05,46.27,1633.35,0.08,2.4,3.9,35.59,-49.91,47.37
GTPL Hathway,142.61,25.09,1603.84,2.8,13.74,-62.65,855.56,9.8,12.02
Coromandel Inter,1715.95,37.25,50540.14,0.35,659.1,-12.65,7432.83,6.36,25.98
Chambal Fert.,469.85,12.22,18824.65,1.6,536.36,40.79,4346.18,-19.3,20.21
R C F,155.94,46.47,8603.05,0.8,78.96,54.73,4289.56,3.23,6.16
Paradeep Phosph.,104.27,23.4,8500.2,0.48,227.46,154.34,3843.84,4.37,6.74
G S F C,194.4,14.67,7746.4,2.06,298.23,-3.46,2635.17,-15.5,5.77
Natl.Fertilizer,108.98,14.77,5346.34,0.25,12.07,113.86,4390.36,-22.43,6.7
M B Agro Prod.,210.06,65.72,1840.69,0.24,13.84,-7.3,278.31,-0.05,12.15
Mangalore Chem.,141.65,15.53,1678.84,1.06,26.38,-61.04,776.39,-44.95,16.9
S P I C,73.58,9.67,1498.38,2.04,35.17,-33.17,759.58,2.14,17.8
Madras Fertilize,92.67,11.57,1492.91,0.0,1.58,-52.84,532.42,38.2,10.31
F A C T,818.7,500.24,52975.78,0.12,11.18,-90.37,1448.63,-12.9,16.94
Krishana Phosch.,210.18,29.99,1272.69,0.24,16.74,-13.26,300.56,13.46,15.02
Zuari Agro Chem.,216.25,5.08,909.5,0.0,93.42,128.82,1123.32,-31.88,8.5
Khaitan Chemical,66.3,67.2921923474664,643.04,0.0,-3.07,-2890.91,230.65,19.31,-7.57
Nagarjuna Fert.,9.61,0.28,574.74,0.0,-14.95,88.41,0.93,-99.93,-242.25
Bajaj Finserv,1639.8,30.8,261820.65,0.06,4180.15,8.19,33703.74,29.52,11.72
Jio Financial,318.35,125.93,202256.8,0.0,689.07,3.13,693.5,14.05,1.55
I R F C,139.66,28.05,182514.75,1.07,1612.65,4.41,6899.66,2.05,5.73
Power Fin.Corpn.,454.7,7.08,150055.63,2.97,7214.9,9.71,25721.79,14.88,9.85
REC Ltd,502.35,8.89,132280.01,3.19,4037.72,6.54,13682.43,17.06,10.05
Bajaj Holdings,10850.1,16.3,120750.76,1.21,1510.43,-3.67,279.07,24.18,13.07
Bajaj Housing,129.65,62.35,107974.42,0.0,545.6,20.95,2410.15,26.09,9.42
Shriram Finance,2822.6,13.54,106132.31,1.59,2153.27,17.99,10089.54,17.93,11.27
Cholaman.Inv.&Fn,1205.7,26.31,101332.13,0.17,967.8,25.22,6255.12,35.32,10.41
HDFC AMC,4278.75,41.33,91401.08,1.64,576.88,31.84,887.21,37.96,37.72
Bajaj Finance,6549.15,26.37,405390.07,0.55,4013.74,12.64,17090.27,27.71,11.93
Muthoot Finance,1775.85,16.15,71293.97,1.35,1251.14,26.25,4117.44,34.57,13.15
SBI Cards,683.35,29.41,65007.38,0.37,404.42,-32.93,4421.04,8.16,12.54
Indian Renewable,189.86,35.33,51029.9,0.0,387.75,36.18,1629.55,38.49,9.3
Aditya Birla Cap,188.92,13.25,49219.58,0.0,1020.68,43.0,10322.01,35.69,9.95
SPS Finquest,147.25,497.6,149.28,0.0,1.53,-70.23,2.68,-6.94,3.08
Ausom Enter.,108.27,12.24,147.46,0.92,1.94,48.09,0.17,-99.74,8.5
Saumya Cons,212.05,4.76,146.46,0.0,13.45,60.12,22.69,28.92,27.25
CNI Research,12.35,67.2921923474664,141.78,0.0,-3.16,-2206.67,0.33,-87.11,6.98
MILGREY FIN.&INV,65.06,241.64,140.15,0.0,0.21,2200.0,0.0,54.603034351145034,0.26
Acme Resources,54.2,121.33,139.53,0.0,0.9,-38.36,1.67,-22.69,2.12
Credent Global,27.08,67.2921923474664,139.36,0.0,-0.3,73.21,3.28,69.07,3.14
WSFX Global,114.75,24.16,138.67,0.87,3.14,28.69,25.9,14.65,12.85
RRPSemiconductor,100.78,38.46,137.3,0.0,1.82,9200.0,5.66,54.603034351145034,104.76
Swati Projects,134.35,139.89,135.69,0.0,0.2,233.33,0.3,7.14,6.08
VIRAT LEASING,115.5,67.2921923474664,149.92,0.0,-0.48,-860.0,0.24,-17.24,-0.36
Nidhi Granites,169.0,56.57,135.2,0.0,1.1,1733.33,12.1,39.4,9.76
Advik Capital,2.18,71.32,132.66,0.0,-0.24,-101.14,102.37,-34.97,10.11
Teamo Production,1.38,19.59,129.89,0.0,1.5,435.71,145.55,20.94,10.46
Times Guaranty,141.57,65.6,127.27,0.0,0.5,19.05,0.86,7.5,5.3
Kiduja India,454.95,3.18,109.19,0.0,6.08,-23.81,10.38,0.48,62.9
Unifinz Capital,324.65,20.58,107.85,0.0,4.89,608.7,23.74,171.62,10.5
Capfin India,375.95,67.2921923474664,107.7,0.0,0.01,-66.67,0.06,-50.0,-23.72
Elixir Capital,185.15,4.31,107.39,0.68,11.3,199.38,18.56,204.76,36.75
Arnold Holdings,44.88,7.19,106.7,0.0,2.94,180.0,51.65,-1.47,14.53
BSEL ALGO,12.81,3.61,105.84,0.0,7.18,-17.57,9.56,-12.93,6.36
Mukesh Babu Fin.,148.15,18.76,103.26,0.81,2.73,-18.99,4.66,-53.86,3.62
Inter Globe Fin,114.0,11.46,102.11,0.0,0.89,81.63,62.5,33.58,13.9
Abhinav Capital,142.85,22.53,98.92,0.0,0.83,-46.45,2.1,-30.69,16.27
Som Datt Finance,98.4,11.02,98.5,0.0,-0.52,-117.33,0.03,-99.17,46.59
Srestha Finvest,0.67,5.29,109.88,0.0,-14.82,-349.09,3.58,70.48,4.18
Sai Capital,334.5,67.2921923474664,96.31,0.0,1.63,75.82,0.1,-50.0,-2.08
Dharni Capital,46.0,31.66,93.7,0.0,1.61,88.78577903682718,2.92,-39.04,25.02
Real Touch Fin,73.74,26.0,93.6,0.0,1.17,244.12,6.82,33.2,8.59
Optimus Finance,121.95,15.85,91.12,0.0,2.29,52.08,39.69,84.69,16.54
Charter. Capital,265.7,13.11,79.98,0.0,1.33,-8.28,2.53,15.53,4.33
Biogen Pharma,1.22,67.2921923474664,79.62,0.0,-1.0,-238.89,-0.65,54.603034351145034,0.65
Padam Cotton,205.05,51.24,79.42,0.49,3.24,32300.0,0.0,54.603034351145034,-24.63
Fundviser Capit.,152.0,67.2921923474664,78.32,0.0,-0.06,-112.0,0.0,-100.0,6.76
Pioneer Invest,62.17,10.6,76.45,0.0,0.28,154.55,8.0,8.99,7.22
Luharuka Media,4.06,140.93,76.1,0.49,-0.3,-236.36,0.5,11.11,5.84
Kalyan Capitals,14.35,13.9,75.36,0.0,1.55,-8.7,6.71,5.34,19.01
Morgan Ventures,73.88,4.26,73.14,0.0,5.5,177.78,12.48,217.56,10.51
AD Manum Finance,97.05,7.35,72.79,0.0,2.61,91.91,3.66,61.95,15.67
Lak. Fin. & Indl,240.95,5.22,72.29,1.41,3.46,65.55,4.81,51.26,24.81
3P Land Hold.,44.59,38.4,80.26,0.0,0.96,20.0,1.74,32.82,2.94
KJMC Financial,150.75,46.55,72.15,0.0,0.74,25.42,2.02,53.03,1.83
TCFC Finance,68.8,6.95,72.1,2.62,1.15,-59.36,1.53,-62.22,15.56
Shrydus Indust.,22.45,23.41,71.87,0.0,2.73,1416.67,3.5,62.79,5.04
Siel Fin. Serv.,63.27,67.2921923474664,71.77,0.0,0.0,88.78577903682718,0.0,54.603034351145034,-400.0
Apoorva Leasing,31.7,49.09,63.32,0.0,0.38,-54.76,0.67,-30.93,1.8
P. H. Capital,202.2,2.87,60.66,0.12,11.28,88.78577903682718,30.12,54.603034351145034,73.5
Smart Finsec,20.05,38.31,60.15,0.0,0.37,-76.73,0.73,-90.7,21.96
Cont. Securities,22.84,53.06,59.96,0.0,0.37,105.56,0.65,66.67,11.51
Salem Erode Inv.,52.0,67.2921923474664,59.62,0.0,-1.3,-6600.0,0.95,-18.1,-0.42
Kreon Finnancial,29.29,67.2921923474664,59.23,0.0,0.16,-85.45,5.91,62.81,4.71
Hardcast.& Waud,866.75,30.86,58.94,0.0,-0.55,-179.71,1.13,-16.91,7.0
IndiaNivesh,15.44,17.94,58.29,0.0,1.55,0.65,1.5,0.67,3.83
SMIFS Cap. Mkt.,100.13,17.92,55.92,0.0,0.25,108.33,6.34,117.12,0.58
Viji Finance,3.92,67.2921923474664,55.86,0.0,-0.24,-580.0,0.61,45.24,1.71
Pan India Corpor,2.99,160.15,64.06,0.0,-0.09,88.78577903682718,0.0,54.603034351145034,-0.62
MASK INVESTMENTS,181.22,921.67,55.3,0.0,0.03,88.78577903682718,0.35,775.0,0.04
Dhanlaxmi Cotex,109.0,10.27,53.1,0.0,3.32,260.87,7.24,-42.36,5.78
Blue Chip India,9.4,67.2921923474664,51.99,0.0,-0.01,50.0,0.0,54.603034351145034,-3.52
Galactico Corpo.,3.34,23.15,49.77,0.0,0.56,86.67,5.4,18.94,7.26
Ind Bank Housing,43.8,67.2921923474664,43.8,0.0,-0.08,83.33,0.0,54.603034351145034,-7.86
Sainik Finance,40.2,19.88,43.74,0.0,1.28,7.56,3.86,-4.93,9.43
Ashirwad Steels,34.99,16.95,43.74,0.0,0.51,2.0,0.28,21.74,4.08
Madhusudan Sec.,41.18,67.2921923474664,43.63,0.0,-0.38,-533.33,0.0,54.603034351145034,0.14
Visagar Finan.,0.74,67.2921923474664,43.21,0.0,3.86,33.1,75.94,17.21,-0.03
Jagsonpal Fin.,78.52,68.56,43.19,0.0,0.11,375.0,0.14,54.603034351145034,45.86
Qgo Finance,61.72,13.41,42.91,1.05,0.76,31.03,4.18,21.16,13.98
Nagreeka Cap.,31.81,2.19,40.14,0.0,4.05,90.14,14.78,52.21,32.37
Glance Finance,176.85,13.76,39.9,0.0,0.98,117.78,13.36,205.02,11.04
Gajanan Sec.Serv,127.5,45.99,39.55,0.0,0.0,100.0,0.02,-71.43,0.21
Ashirwad Cap.,4.93,27.05,44.37,0.0,0.4,-6.98,0.41,-6.82,10.75
Hybrid Financial,13.26,10.52,39.03,0.0,1.11,113.46,1.79,61.26,7.93
Lerthai Finance,555.75,40.95,38.9,0.0,0.18,700.0,0.0,54.603034351145034,9.94
India Cem. Cap.,17.85,43.54,38.75,0.0,0.17,-70.69,1.45,-22.87,3.5
JMD Ventures,13.38,47.09,38.61,0.0,0.25,-78.81,0.13,0.0,8.34
Jindal Capital,48.64,28.51,35.07,0.0,0.33,-35.29,0.68,-52.45,14.65
Global Cap.Mkt.,0.88,26.16,35.05,0.0,0.98,326.09,2.24,578.79,0.02
Helpage Finlease,34.99,41.44,34.81,0.0,0.26,-36.59,1.74,29.85,6.77
Khoobsurat Ltd,0.74,79.09,34.8,0.0,0.17,466.67,0.31,54.603034351145034,1.19
J A Finance,32.6,33.7,34.71,0.0,0.22,-24.14,0.58,-28.4,8.18
S P Capital Fin.,57.24,27.97,34.4,1.75,0.57,338.46,1.55,138.46,3.17
Greencrest Finan,0.92,67.2921923474664,33.63,0.0,1.71,-69.02,15.47,15.19,4.27
Stanrose Mafat.,83.87,67.2921923474664,33.3,0.0,-0.29,44.23,0.72,125.0,-3.85
Libord Finance,20.68,17.09,32.47,0.0,0.14,-33.33,0.08,-27.27,1.7
Abirami Fin.,59.85,21.26,32.32,4.18,0.14,16.67,0.0,54.603034351145034,5.12
JMJ Fintech,27.43,7.05,35.11,0.0,1.67,263.04,3.75,153.38,22.66
Sahara Housing,44.91,31.44,31.44,0.0,0.1,-72.22,2.11,-22.71,5.62
Margo Finance,68.25,53.78,31.19,0.0,0.44,131.58,0.75,70.45,0.39
Inditrade Cap.,13.32,11.23,31.11,0.0,0.21,-55.32,29.17,-34.45,8.87
BAMPSL Sec.,9.13,55.48,31.07,0.0,0.06,400.0,5.0,85.87,1.29
BFL Asset Finves,25.74,2.86,26.26,0.0,3.15,86.39,7.6,-39.2,20.8
SPA CAPT SER,85.07,59.43,26.15,0.0,0.14,40.0,8.82,92.58,1.65
Richfield Fin,68.6,37.84,25.73,1.17,-0.03,-115.79,0.79,97.5,9.69
Easun Capital Ma,48.85,67.2921923474664,25.54,0.0,-0.49,-281.48,0.26,-18.75,3.24
Neil Industries,12.97,11.96,25.36,0.0,0.34,-39.29,0.76,-10.59,5.01
Mansi Fin.(Chen),71.69,11.15,25.31,0.0,0.83,31.75,1.91,5.52,8.89
Tradewell Hold,83.03,17.54,24.91,0.0,-0.12,-152.17,1.9,341.86,-12.48
Sita Enterprises,82.59,10.5,24.78,0.0,0.2,-83.33,0.31,-75.97,22.86
Nyssa Corp.,8.24,9.69,24.72,0.0,0.97,506.25,1.4,55.56,10.64
R R Fin. Cons.,22.2,67.2921923474664,24.55,0.0,0.37,-26.0,5.8,5.65,2.57
Groarc Industrie,12.94,23.64,26.48,0.0,0.86,8500.0,31.55,536.09,0.77
Karnavati Financ,2.44,67.2921923474664,24.52,0.0,-0.86,-245.76,0.28,-76.47,0.0
Paragon Finance,56.48,17.27,24.0,0.0,0.42,82.61,1.06,79.66,3.65
Onelife Capital,17.96,67.2921923474664,23.99,0.0,-6.8,-10807.66,1.52,16.92,9.53
Anupam Finserv,2.03,25.51,23.47,0.0,0.13,-40.91,0.98,30.67,8.88
Rita Finance and,20.89,80.35,20.89,0.0,0.07,-69.57,0.23,-34.29,4.21
Sarvottam Finve.,27.55,147.57,20.66,0.0,-0.22,-320.0,0.7,75.0,1.94
Gowra Leasing,68.79,12.9,20.64,0.0,0.57,14.0,0.88,57.14,16.43
Sh. Ganesh Elas.,36.5,10.24,20.08,0.0,0.38,-43.28,7.77,15.62,38.58
Amforge Inds.,13.87,67.2921923474664,19.96,0.0,0.12,300.0,0.0,54.603034351145034,3.55
Harmony Capital,65.9,67.2921923474664,19.77,0.0,-0.16,88.78577903682718,0.0,54.603034351145034,-6.55
TCI Finance,15.24,67.2921923474664,19.61,0.0,-0.21,-2100.0,0.0,-100.0,14.042809917355372
Prism Finance,30.04,2.64,19.53,0.0,4.54,99.12,7.56,206.07,35.96
Ramsons Projects,64.38,12.27,19.38,0.0,0.12,300.0,0.23,76.92,14.89
First Custodian,128.0,7.77,19.2,0.78,0.49,53.12,0.79,12.86,15.72
Kartik Invest.,857.85,67.2921923474664,20.93,0.0,0.01,0.0,0.02,0.0,-0.24
Sharp Investment,0.79,67.2921923474664,19.13,0.0,-0.13,-44.44,0.0,-100.0,0.04
Sujala Trading &,33.19,15.31,18.99,0.0,0.29,136.25,0.38,-7.32,-0.78
Octal Credit Cap,37.63,5.09,18.82,0.0,0.74,17.46,0.09,28.57,25.3
Guj. Lease Fin.,6.9,156.0,18.72,0.0,0.02,300.0,0.0,54.603034351145034,1.55
Econo Trade Indi,9.39,6.72,17.53,0.0,0.64,52.38,1.44,-8.86,9.67
Adinath Exim Res,39.91,29.22,17.24,0.0,0.15,0.0,0.28,7.69,4.04
Navigant Corp.,54.69,12.23,17.24,0.0,0.84,88.78577903682718,4.1,18.16,17.64
Libord Securitie,34.45,30.77,17.23,0.0,0.1,-28.57,0.0,54.603034351145034,11.82
Goenka Business,13.21,7.4,17.17,0.0,0.66,164.0,38.73,32.64,48.09
Avasara Finance,34.32,67.2921923474664,17.16,0.0,-0.1,-900.0,0.0,-100.0,9.38
Enbee Trade,11.94,7.47,17.1,0.0,1.54,120.0,4.59,101.32,7.96
Arihant's Secur.,33.16,20.47,16.58,0.0,0.86,-18.87,0.98,-16.95,4.82
ISF,1.71,67.2921923474664,16.25,0.0,0.02,0.0,0.45,-22.41,-3.78
Vani Commercials,13.82,67.62,16.23,0.0,-0.2,-600.0,1.39,73.75,4.6
Moongipa Capital,57.46,8.04,17.53,0.0,0.56,-13.85,2.32,-11.45,34.88
Bazel Internatio,83.11,4.01,16.21,0.0,0.65,118.21,0.83,-27.83,1.5
DCM Financial,7.3,67.2921923474664,16.15,0.0,-0.07,80.0,0.0,54.603034351145034,-4.1
Beryl Securities,33.0,42.11,16.0,0.0,0.13,333.33,0.39,95.0,4.47
Northlink Fiscal,29.58,67.2921923474664,15.53,0.0,-0.28,-2900.0,0.07,-22.22,-0.46
Shyamkamal Inv,10.57,67.2921923474664,14.27,0.0,-0.19,-290.0,0.27,54.603034351145034,-7.05
Jindal Leasefin,45.49,67.2921923474664,13.69,0.0,-0.03,57.14,0.02,54.603034351145034,-2.25
Mehta Securities,43.83,67.2921923474664,13.54,0.0,0.08,-11.11,0.0,54.603034351145034,-2.87
J J Finance Corp,48.0,18.55,13.54,0.0,0.35,1650.0,0.58,346.15,5.19
Step Two Corp.,31.65,67.2921923474664,13.44,0.0,-2.41,-546.3,0.0,-100.0,-7.93
Vikalp Securitie,44.0,67.2921923474664,13.42,0.0,-0.07,88.78577903682718,0.0,54.603034351145034,0.46
Anjani Finance,13.13,45.93,13.32,0.0,0.12,-60.0,0.09,-64.0,5.09
Svam Software,7.6,321.0,12.84,0.0,0.08,-57.89,0.08,60.0,0.52
Trinity League,16.04,67.2921923474664,12.7,0.0,-0.05,93.24,0.01,54.603034351145034,-60.09
Seven Hill Inds.,0.97,4.15,12.61,0.0,-0.07,-177.78,0.0,54.603034351145034,23.74
Interactive Fin,48.4,5.36,14.58,0.0,0.87,97.73,1.79,72.12,14.98
Siddha Ventures,12.0,3.26,12.0,0.0,2.85,7225.0,3.09,54.603034351145034,2.03
Esaar (India),5.71,53.05,11.67,0.0,-0.87,-165.91,4.74,11.27,7.02
V B Industries,8.59,41.7,11.26,0.0,0.44,46.67,0.0,54.603034351145034,0.12
Rajath Finance,27.79,67.2921923474664,11.12,0.0,-0.43,-2.38,0.08,300.0,-22.66
Decillion Financ,29.31,67.2921923474664,10.26,0.0,0.06,-45.45,0.27,17.39,0.15
Classic Leasing,33.99,42.5,10.2,0.0,0.06,500.0,0.09,125.0,12.98
Abhinav Leasing,2.0,67.2921923474664,10.0,0.0,0.06,100.0,8.78,25.61,35.57
Ushakiran Fin.,39.06,24.8,9.92,0.0,0.27,285.71,0.25,92.31,1.25
GACM Tech-DVR,0.83,8.68,9.81,0.0,312.8998455949137,88.78577903682718,2952.34659400545,54.603034351145034,13.32
Hasti Finance,8.76,67.2921923474664,9.5,0.0,0.0,-100.0,0.11,0.0,-2.62
Minolta Finance,9.45,135.0,9.45,0.0,0.01,0.0,0.23,35.29,0.59
Kumbhat Fin.,19.6,67.2921923474664,9.31,0.0,0.08,-20.0,0.15,66.67,-48.73
